Date Text,Text Text
04.11.2023 01:24:50 UTC+03:00,"15-та окрема бригада артилерійської розвідки коригує удар HIMARS по скупченню техніки в Красній Поляні, Донецька область.Location: Krasna Poliana, Donetsk Oblast, Ukraine0:08-0:17 -47.553214, 37.081084Source:https://fb.watch/o5batniVUC/"
04.11.2023 03:18:29 UTC+03:00,"БПЛА ""Bayraktar"" коригує ураження HIMARS по ворожому катеру на Тендрівській Косі, Херсонська область.Location: Tendra Spit, Kherson Oblast, Ukraine46.321920, 31.514079Source:https://t.me/SJTF_Odes/2334"
04.11.2023 18:44:13 UTC+03:00,"Ка-52 працює НАРами в сторону авдіївських позицій на північ від Ясинуватої, Донецька область.Location: N of Yasynuvata, Donetsk Oblast, Ukraine48.156553, 37.885760Source:https://t.me/warhistoryalconafter/130337"
04.11.2023 19:47:15 UTC+03:00,"Підрозділ ""SHADOW"" коригує артилерію 58-ї ОМПБр, яка знищує гармату встановлену на МТЛБ на північний захід від Кременчика, Донецька область.Location: NW of Kermenchyk, Donetsk Oblast, Ukraine47.724017, 36.913371Source:https://t.me/pidrozdilshadowoficial/149"
04.11.2023 22:31:30 UTC+03:00,"Жителі міста Керч фільмують роботу протиповітряної оборони та влучання по суднобудівному заводу ""Залив""Location: Kerch, Crimea, UkrainePov:45.303347, 36.438553Source:https://twitter.com/NOELreports/status/1720869745304420566"
05.11.2023 22:47:45 UTC+03:00,"Підрозділ ""SHADOW"" ФПВ дроном влучає в російський екскаватор в Новопетриківці, Донецька область.Location: Novopetrykivka, Donetsk Oblast, Ukraine47.642900, 36.913768Source:https://t.me/pidrozdilshadowoficial/150"
06.11.2023 18:25:03 UTC+03:00,"ФПВ дрони 103-ї бригади ТрО атакують російський БМ-21 ""Град"" на схід від Ново Тарасівки, Харківська область.Location: E of Nova Tarasivka, Kharkiv Oblast, Ukraine49.664312, 38.020304Source:https://t.me/ssternenko/22313"
06.11.2023 22:05:59 UTC+03:00,"РУБпАК 110-ї ОМБр ФПВ дронами атакує російську САУ 2С3 ""Акація"" в населеному пункті Спартак, Донецька область.Location: Spartak, Donetsk Oblast, Ukraine48.075575, 37.777666Source:https://t.me/rubpak/33"
07.11.2023 14:46:05 UTC+03:00,"128-ма окрема гірсько-штурмова бригада коригує ураження ЗРК ""Тор"" на північ від Бурчака, Запорізька область.Location: N of Burchak, Zaporizhzhia Oblast, Ukraine47.400945, 35.305591Source:https://t.me/gnilayachereha/12632"
07.11.2023 15:53:09 UTC+03:00,"Бригада спеціального призначення НГУ ""Азов"" ФПВ дроном атакує живу силу противника на териконі на південь від Привілля, Луганська область.Location: S of Pryvillia, Luhansk Oblast, Ukraine48.979860, 38.299162Source:https://twitter.com/NOELreports/status/1721868039614877934"
07.11.2023 19:02:31 UTC+03:00,"Російські військові тікають від українського ФПВ дрона на південний схід від Єгорівки, Донецька область.Location: SE of Yehorivka, Donetsk Oblast, Ukraine47.688219, 37.250296Source:https://t.me/russianocontext/1189"
08.11.2023 03:24:22 UTC+03:00,"15-та омсбр ""Ланцетом"" з автозахопленням цілі влучає в БМП ""M2 Bradley"" на північний захід від Очеретиного, Донецька область.Location: NW of Ocheretyne, Donetsk Oblast, Ukraine48.252478, 37.581085Source:https://t.me/warhistoryalconafter/130870"
08.11.2023 13:26:39 UTC+03:00,"Артилерія бригади ""Червона Калина"" обстрілює російські позиції в населеному пункті Вербове, Запорізька область.Location: Verbove, Zaporizhia Oblast, Ukraine47.436204, 35.962723Source:https://t.me/ChervonaKalynaBrigade/196"
08.11.2023 15:45:57 UTC+03:00,"103-тя бригада ТРО ФПВ дронами знищує російський ЗРК ""Тор"" на північ від населеного пункту Софіївка, Харківська область.Location: N of Sofiivka, Luhansk Oblast, Ukraine49.649401, 38.041531Source:https://t.me/ssternenko/22386"
08.11.2023 18:15:13 UTC+03:00,"HIMARS знищує російську гаубицю ""Д-30"" на південний захід від Обривки, Херсонська область.Location: SW of Obryvka, Kherson Oblast, Ukraine46.655546, 33.188199Source:https://t.me/SJTF_Odes/2521"
08.11.2023 20:07:03 UTC+03:00,"HIMARS знищує мобільний комплекс радіоелектронної боротьби ""ЛЕЄР-2"" на південний захід від Обривки, Херсонська область.Location: SW of Obryvka, Kherson Oblast, Ukraine46.675628, 33.180994Source:https://t.me/SJTF_Odes/2525"
09.11.2023 00:03:55 UTC+03:00,"Ланцет влучає в БМП ""M2 Bradley"" на південний схід від Новоолександрівки, Донецька область.Location: SE of Novooleksandrivka, Donetsk Oblast, Ukraine48.270820, 37.561169Source:https://t.me/warhistoryalconafter/131088"
09.11.2023 16:50:25 UTC+03:00,"Підрозділ ""Flying Skull"" робить скид ТМ-62 на кулеметну позицію на північний захід від Крутої Балки, Донецька область.Location: NW of Kruta Balka, Donetsk Oblast, Ukraine48.153156,37.802193Source:https://t.me/flyingskull/65"
09.11.2023 17:57:42 UTC+03:00,"Нічна робота ЦСО «А» СБУ «Білий вовк» на схід від Кліщіївки, Донецька область.Location: E of Klishchiivka, Donetsk Oblast, Ukraine0:50-0:53 -48.526726, 37.979196Source:https://t.me/SBUkr/10316"
09.11.2023 20:38:26 UTC+03:00,"Російський ФПВ дрон атакує українську поліцейську машину в Дворічній, Харківська область.Location: Dvorichna, Kharkiv Oblast, Ukraine49.858666, 37.680304Source:https://t.me/natoptishh/2052"
09.11.2023 23:37:51 UTC+03:00,"Підрозділ ""Птахи Мадяра"" ФПВ дроном атакують оператора ФПВ дронів ""Судный день"" в Дніпрянах, Херсонська область.Location: Dnipriany, Kherson Oblast, Ukraine46.751334, 33.251828Source:https://t.me/robert_magyar/689"
10.11.2023 17:54:33 UTC+03:00,"Морські дрони ГУР МО уразили ворожі десантні кораблі проекту 11770, класу ""серна""Локація: Вузька Бухта, Чорноморське, т.о. КримЗаявлено, що на суднах перебував екіпаж та завантажена броньована техніка, зокрема БТР-82.Джерело45.511260,32.691521🇺🇦CyberBoroshnoMap"
10.11.2023 20:02:46 UTC+03:00,"8-й окремий гірсько-штурмовий батальйон 10-ї ОГШБр знищує ""С-60"" з ПТРК ""Стугна"" в Берестовому, Донецька область.Location: Berestove, Donetsk Oblast, Ukraine48.762719, 38.247261Source:https://t.me/ogshb8/240"
11.11.2023 12:14:23 UTC+03:00,"Заявлено про пожежу на пороховому заводі в місті Котовськ, Тамбовська область.Location: Kotovsk, Tambov Oblast, RussiaPov 1:52.583028, 41.500254Pov 2:52.575443, 41.519212Pov 3:52.576491, 41.514651Source:t.me/moitambov/1969https://twitter.com/bayraktar_1love/status/1723101656613519639?t=FexFsSScYtIUX04wyg6y-g&s=19"
11.11.2023 18:42:33 UTC+03:00,"Удар HIMARS по скупченню російської техніки на північний схід від населеного пункту Путепровод, Донецька область.Location: NE of Puteprovod, Donetsk Oblast, Ukraine48.156685, 38.066584Source:https://t.me/AFUStratCom/21038"
11.11.2023 21:07:30 UTC+03:00,"Ланцет пошкоджує БМП М2 Бредлі та знищує танк  Т-64БВ на північ від Бердичів, Донецька область.Location: N of Berdychi, Donetsk Oblast, Ukraine48.201824, 37.64875748.203526, 37.649049Source:https://t.me/nm_dnr/11256https://t.me/nm_dnr/11260"
12.11.2023 16:19:08 UTC+03:00,"Бригада ""Сталевий кордон"" обстрілює російську піхоту з МК-19 та мінометів на південний захід від Сергіївки, Луганська область.Location: SW of Serhiivka, Luhansk Oblast, Ukraine49.361266, 37.950044Source:https://t.me/staleviy_kordon/307"
